TF	Gene	FC
baeR	allB	1.0049080151423757
baeR	allC	1.7879291159275184
baeR	allD	1.355062831049277
baeR	allE	0.19790891204399594
baeR	allR	-0.8623010197046014
baeR	allS	0.6567921452383849
baeR	alpA	1.7452359419646908
baeR	alr	-1.0353208279163666
baeR	alsA	0.777326375850237
baeR	alsB	1.627684763870655
baeR	alsC	1.5189550494147757
baeR	alsE	0.8224577276131781
baeR	alsK	0.9900985307105749
baeR	alx	1.963977002684113
baeR	amiA	-0.6498835534448434
baeR	amiB	-1.0066621175020085
baeR	amiC	-0.3747731217235149
baeR	amn	-1.3050529110762055
baeR	ampC	0.4810930852058248
baeR	ampD	-0.39832514924325224
baeR	ampE	0.5283199393508333
baeR	ampG	-1.027026687978494
baeR	ampH	0.5119267600770944
baeR	amtB	-0.3268079104926927
baeR	anmK	-0.08465546221836953
baeR	ansA	-0.7645518367607094
baeR	ansB	1.2036759163715758
baeR	apaG	-0.5386427120508844
baeR	apaH	-0.5384522152726098
baeR	apbE	-0.5835140939949273
baeR	appA	1.0790787382202223
baeR	appB	0.32615887431287166
baeR	appC	0.3371640789784184
baeR	apt	-1.065222969618753
baeR	aqpZ	1.1534771074548877
baeR	araA	1.5996482221290982
baeR	araB	0.17436530191967647
baeR	araC	0.39391684966374607
baeR	araD	1.002235507240846
baeR	araE	0.5490977846789207
baeR	araF	0.2061671776388411
baeR	araG	0.2610229696115492
baeR	araH_1	0.6796976220025623
baeR	araH_2	0.6916465820973573
baeR	araJ	-0.05288646179755923
baeR	arcB	-0.4388133831785111
baeR	arfB	0.37054563007993935
baeR	argA	-1.162107927038237
baeR	argB	-0.8672573554351503
baeR	argC	-0.8076635509849568
baeR	argD	-2.6832752253876215
baeR	argE	0.39204119716668184
baeR	argF	-0.6942557021890563
baeR	argG	-2.607921020886723
baeR	argI	0.7262071284799765
baeR	argK	0.7387163017914693
baeR	argO	1.331891704649842
baeR	argP	-0.9105511208347999
baeR	argR	-0.9746782665194782
baeR	argS	-1.3029650390561478
baeR	argT	-1.8983470743628965
baeR	ariR	0.6083051281452275
baeR	arnA	-0.7586248324887221
baeR	arnB	-1.3569698611877516
baeR	arnC	-1.2129263167254223
baeR	arnD	-2.2363542097343867
baeR	arnF	-0.4654710316939378
baeR	arnT	-1.2395173820547898
baeR	aroA	-0.1735837153205423
baeR	aroB	-1.7261219878703655
baeR	aroC	-0.5218170643252733
baeR	aroD	0.6762401562859613
baeR	aroE	-1.887030736160104
baeR	aroF	-3.9861633633863036
baeR	aroH	-0.5238100054586298
baeR	aroK	-1.3221246053509452
baeR	aroL	-0.9946486927648708
baeR	aroM	-1.6480707690963463
baeR	aroP	-1.2485544289874984
baeR	arpA	0.3377184145259615
baeR	arpB_1	1.4477231266867459
baeR	arsB	0.7285640882098258
baeR	arsC	1.9809533548850902
baeR	arsR	0.3524719389893767
baeR	artI	-1.4648999456891354
baeR	artJ	-2.750017657741333
baeR	artM	-3.5332876712239423
baeR	artP	-1.2411071389659227
baeR	artQ	-1.5005873695471137
baeR	ascF	1.0013328079836972
baeR	asd	-0.6194255277390379
baeR	aslA	1.2700326822036712
baeR	aslB	1.1954414048764093
baeR	asmA	-1.0269521691344752
baeR	asnA	-0.8096199835580008
baeR	asnB	-0.7540517247370195
baeR	asnC	-0.3310286676322932
baeR	asnS	-0.5984077047504951
baeR	aspA	0.1469262266181737
baeR	aspC	-1.3503569654386973
baeR	asr	0.4024440632435627
baeR	astB	0.22604529519907654
baeR	astC	-0.9101439337527903
baeR	astD	-0.9186446853680792
baeR	astE	-0.4479172725679183
baeR	atl	0.5451521518852576
baeR	atoA	0.865885989348799
baeR	atoB	0.41898249219291434
baeR	atoC	0.2591383236228639
baeR	atoE	0.21730975730577443
baeR	atoS	0.7754710479732017
baeR	atpA	-1.4614559488650776
baeR	atpB	-0.4987353265032013
baeR	atpD	-1.3999225408624694
baeR	atpE	0.3917530290006406
baeR	atpG	-0.4583355490576116
baeR	atpI	-0.6735638602954716
baeR	azoR	0.7293998503869962
baeR	b0100	0.8442396810142203
baeR	b0165	1.2169153104213406
baeR	b0309	2.144779049044357
baeR	b0501	2.4929791656684075
baeR	b0725	-2.4021043685041485
baeR	b1354	2.0813283546653256
baeR	b1367	1.2081073436736085
baeR	b1425	0.5309324122019884
baeR	b1903	0.2474810364426162
baeR	b2651	1.5245616977508505
baeR	b2653	0.273935039980141
baeR	b3004	0.8998842328511006
baeR	b3007	-0.3016141943972183
baeR	b3254	1.5775188204253612
baeR	b3975	0.661847063736874
baeR	bacA	0.5555279213156614
baeR	baeR	0.5551913748697809
baeR	baeS	0.19240508752843796
baeR	bamA	-1.5607209800939978
baeR	bamB	-0.655813352335554
baeR	bamC	-0.6017890914888555
baeR	bamD	-0.44192889646853484
baeR	bamE	-0.37557662704011074
baeR	basR	0.6362320204867278
baeR	bax	-0.33403779095354896
baeR	bcp	-0.9117243089472151
baeR	bcsA	0.6058646136021999
baeR	bcsB	0.553913108227872
baeR	bcsC	0.8580525203475788
baeR	bcsE	1.1189662232333133
baeR	bcsF	0.6045012261326118
baeR	bcsG	0.39510200096033327
baeR	bcsZ	-1.0542887250439448
baeR	bdcA	0.8656763971131964
baeR	bdcR	0.39488989668756
baeR	bdm	0.23176027085490228
baeR	betA	1.1468795504086307
baeR	betI	-0.8717754260636881
baeR	betT	0.6286330170403249
baeR	bfd	1.1233729213371328
baeR	bglA	0.13873742486983887
baeR	bglB	1.6640789205564197
baeR	bglF	1.2702439052440269
baeR	bglG	1.6339531233792013
baeR	bglH	0.5863771696129811
baeR	bglJ	1.4958434206329692
baeR	bglX	0.42981264511049055
baeR	bhsA	1.1506104845227483
baeR	bioA	-1.5797237211871211
baeR	bioB	-1.2558992482656874
baeR	bioC	-2.8821930000461715
baeR	bioD	-1.600464264230114
baeR	bioF	-2.72251912672386
baeR	bioH	1.2191704066367337
baeR	birA	-0.14559528811487005
baeR	bisC	-1.110000101096405
baeR	bluF	-1.4867951912593365
baeR	bluR	-0.25742688936775354
baeR	bolA	-1.1862501245116892
baeR	borD	-1.3050962956764625
baeR	brnQ	0.3476383970122708
baeR	bsmA	1.2313766463491342
baeR	bssR	2.037853125103295
baeR	bssS	2.038335021349477
baeR	btuB	-1.2012913771950218
baeR	btuC	-1.2203668214032355
baeR	btuD	-0.29968297298413055
baeR	btuE	-1.0946686205238851
baeR	btuF	-1.3895090029017314
baeR	btuR	-0.8518872789231302
baeR	cadA	1.175123444301798
baeR	cadB	1.3416046653698481
baeR	caiA	-1.3212405278551673
baeR	caiB	1.646681415903192
baeR	caiC	0.8490365530185697
baeR	caiD	1.376413965548754
baeR	caiE	2.0111643993180057
baeR	caiT	1.3868594723844463
baeR	can	-0.36679140832797497
baeR	carA	-2.2735983626658993
baeR	carB	-1.4122347907030275
baeR	cas2	0.3978917268385717
baeR	casD	0.5571651090737629
baeR	cbeA	1.6303289465904922
baeR	cbl	-0.11485087258178482
baeR	cbpA	0.7410142117525033
baeR	cbpM	0.33533668679028966
baeR	cbrA	0.7622603341422585
baeR	cbrC	0.8767780279038995
baeR	cbtA	0.7256154258221096
baeR	ccmA	-0.29735481690131893
baeR	ccmC	-0.6530574630315413
baeR	ccmD	-0.8389390083797077
baeR	ccmE	-1.3492440754203203
baeR	ccmF	-0.6111800645342925
baeR	ccmG	-0.5018627440510883
baeR	ccmH	-0.7271689225960256
baeR	cdd	-0.26984863366093303
baeR	cdh	1.233307037337101
baeR	cdsA	-1.411697748572085
baeR	cedA	0.6882711679491679
baeR	chaA	0.4462144462137971
baeR	chbA	0.5372694303395512
baeR	chbB	0.8417613831731058
baeR	chbC	0.7158759070174318
baeR	chbG	1.4177838605942965
baeR	chbR	0.27314140614372345
baeR	cheB	-0.08506249423181622
baeR	cheR	0.4084863250352313
baeR	cheY	0.5762998946033888
baeR	cheZ	0.9001928914255608
baeR	chiA	0.33933097738711326
baeR	chiP	0.8248050585411363
baeR	cho	-0.451365070479992
baeR	chpB	1.399359259018962
baeR	chpS	-1.004184952866344
baeR	cirA	-0.08984609907332357
baeR	citC	3.311670106037058
baeR	citD	2.4097454626716246
baeR	citE	2.6414950818299228
baeR	citF	1.530594676021915
baeR	citG	1.6562246711207727
baeR	citT	1.1302191943162037
baeR	citX	2.026311210025456
baeR	clcB	-0.3754566339034951
baeR	clpA	-0.09231680806047295
baeR	clpB	2.2924160450936233
baeR	clpP	0.5956256441344165
baeR	clpX	0.6488501719720322
baeR	cmk	-0.48915173176398175
baeR	cmoA	-0.45637208108869537
baeR	cmoB	-0.10803584681423095
baeR	cmtB	0.6068082463874447
baeR	cnu	-0.8041430573110773
baeR	coaA	-2.0042864240928293
baeR	coaD	-0.3392229740437035
baeR	coaE	-0.441733582728724
baeR	cobB	-1.127853109986472
baeR	cobC	-0.5429227900442123
baeR	cobS	0.667389092348068
baeR	cobT	0.4387865566717182
baeR	cobU	-0.9043494312579712
baeR	codA	-2.4402206749836513
baeR	codB	-1.683127138264303
baeR	cof	0.5699001579828855
baeR	copA	0.6287843308732874
baeR	corA	-0.5286631646895947
baeR	cpdA	0.1462905335071897
baeR	cpdB	-0.10927475073499505
baeR	cpsB	-0.5923157377153497
baeR	cpsG	0.1707853605975995
baeR	cptA	0.4863294652734294
baeR	cpxA	1.1154317728010774
baeR	cpxR	0.9534899512313085
baeR	cra	-0.6298458513421652
baeR	crcB	-0.8024751764516836
baeR	creA	-1.1869860089529718
baeR	creB	-0.5508201565911247
baeR	creC	-0.6889727512504824
baeR	creD	0.19152074944549158
baeR	crl	-0.3057846766628265
baeR	crr	0.0810807846669357
baeR	csdE	-0.8729566020997266
baeR	csgA	0.673496029350525
baeR	csgB	0.2691476630238899
baeR	csgC	0.26239946758880617
baeR	csgE	0.5296034526077061
baeR	csgF	0.8675848070995018
baeR	csiE	-0.2770042252900955
baeR	csiR	1.19361333727154
baeR	cspA	-0.48382308870237534
baeR	cspB	-5.514017463179704
baeR	cspC	-0.7408677984040157
baeR	cspD	0.1991274224797326
baeR	cspF	-5.075054996862897
baeR	cspG	-2.068975143609064
baeR	cspH	-3.3699701510104654
baeR	cspI	-4.035013345007931
baeR	csrA	-0.20381461347516155
baeR	csrD	-0.7738078230413075
baeR	cstA	0.7431815866950604
baeR	cueR	0.074830834425793
baeR	curA	0.4643882287333595
baeR	cusA	-0.4422425907932513
baeR	cusR	0.6540650952854907
baeR	cusS	0.7547375615164865
baeR	cutA	-0.17159049722355577
baeR	cutC	-0.8008678614876817
baeR	cvpA	-2.762130071013544
baeR	cvrA	-0.9514895663367708
baeR	cyaY	1.183131085990627
baeR	cybB	-0.7566621873515373
baeR	cybC	-0.3959769560017983
baeR	cycA	-0.1672664526180964
baeR	cydA	-0.7849820611164913
baeR	cydB	-0.780573471159046
baeR	cydC	-0.5580512178946965
baeR	cydD	-1.9864306048733282
baeR	cynR	-1.7375150797095698
baeR	cynS	-1.6481389689959336
baeR	cynT	-1.8542471945307895
baeR	cynX	-2.38447214540329
baeR	cyoA	-3.636696571214485
baeR	cyoB	-1.7245801608363502
baeR	cyoC	-0.17940193976102925
baeR	cyoD	-0.23135086263441274
baeR	cyoE	0.0024066783761559182
baeR	cysA	-0.36739560419657113
baeR	cysB	-1.6016986365412842
baeR	cysD	0.7802921225727141
baeR	cysE	0.6746476204516536
baeR	cysG	-0.678056383286807
baeR	cysH	-0.4169661805666212
baeR	cysJ	-1.178788751729592
baeR	cysM	-1.152197632688697
baeR	cysN	0.41590807602519675
baeR	cysP	0.3839422843457004
baeR	cysQ	-0.2608875411699794
baeR	cysU	0.28733481786400994
baeR	cysZ	-0.8234196992303531
baeR	cytR	-0.4068546251401312
baeR	dacA	-0.9205588740225292
baeR	dacC	0.5893402911009227
baeR	dacD	-1.3000177293156434
baeR	dadA	-1.3904177722618976
baeR	dadX	-1.943618175223549
baeR	dam	-1.6645806143228827
baeR	damX	-0.6640650316258117
baeR	dapB	-1.191722328262265
baeR	dapE	-0.6237315897068434
baeR	dapF	0.2872608426311464
baeR	dbpA	-0.6579428412233486
baeR	dcd	-0.23796075945761377
baeR	dcm	-0.7821795612955463
baeR	dcp	-0.4975578939839579
baeR	dcrB	0.32943147281470403
baeR	dctA	-1.4274481430719772
baeR	dcuA	0.31240981443390875
baeR	dcuB	1.661997790633331
baeR	dcuC	1.3458455941791703
baeR	dcuD	0.5536532965587992
baeR	dcuR	-0.09785574823253929
baeR	dcuS	-1.848801312632473
baeR	dcyD	-0.30932852702282654
baeR	ddlA	-0.44721356655559386
baeR	ddlB	-0.598344357773581
baeR	ddpA	-0.25248546026309837
baeR	ddpB	0.31924918877563396
baeR	ddpC	-0.042897778324396556
baeR	ddpF	-0.4065653334309675
baeR	deaD	-1.456342430036177
baeR	dedD	1.0384974177522595
baeR	def	-0.6857069420924963
baeR	degP	0.10330482285620929
baeR	degQ	0.5125081312328172
baeR	degS	-0.4810399190832535
baeR	deoA	-0.5129595972615713
baeR	deoB	-0.7385258352598442
baeR	deoC	-0.3212080639265361
baeR	deoD	0.9137918144069271
baeR	deoR	0.22958754810178636
baeR	der	-1.3442311907548872
baeR	dgkA	0.43208972395507983
baeR	dgoA	0.9799700424686946
baeR	dgoK	1.610195569174978
baeR	dgoR	0.4681819509378032
baeR	dgoT	1.7033106637246929
baeR	dgt	-0.4855237051430887
baeR	dhaK	-0.8192598307166941
baeR	dhaL	0.29279209771231474
baeR	dhaM	-0.1447903685191937
baeR	dhaR	0.7181632628238631
baeR	diaA	-0.6462496986404662
baeR	dicA	-0.6125163995560028
baeR	dicB	0.8191052102850886
baeR	dicC	0.3776575086829394
baeR	dicF	0.7998815933691356
baeR	dinB	0.5324019177952795
baeR	dinF	1.0416024191077662
baeR	dinG	-0.30453578685412847
baeR	dinI	-1.507164477631155
baeR	dinJ	-0.8559717732123633
baeR	dipZ	-1.913818402677647
baeR	djlA	-0.7432599128011197
baeR	djlC	0.6224698942939464
baeR	dkgA	1.8427153994166465
baeR	dkgB	1.0917501426012655
baeR	dld	-1.689370346800639
baeR	dmlA	1.3993769077601454
baeR	dmlR	0.8778999894416164
baeR	dmsA	0.2560758340703239
baeR	dmsB	0.21021222804767203
baeR	dmsC	0.14646485259984787
baeR	dmsD	-0.3320277884532909
baeR	dnaA	-1.0086634338891318
baeR	dnaB	-0.43071562737542884
baeR	dnaC	-1.6417059394248446
baeR	dnaJ	1.298439540839152
baeR	dnaK	2.301329647213237
baeR	dnaN	-0.7937953349039342
baeR	dnaT	0.8108884977788893
baeR	dnaX	-2.112681424022701
baeR	dosC	0.40801941966014804
baeR	dpiA	0.5219574247241313
baeR	dpiB	-0.6470850840245278
baeR	dppA	-0.2008003915369623
baeR	dppC	0.22648335745287293
baeR	dppF	-0.48435164617459736
baeR	dps	1.2582837077314617
baeR	dsbA	0.09510853387442979
baeR	dsbB	-0.8952010585126436
baeR	dsbC	-0.2353303850575233
baeR	dsdA	-0.03503688354164277
baeR	dsdX	-0.31706414491306584
baeR	dsrA	-2.688455864343672
baeR	dsrB	0.6212003600893982
baeR	dtd	0.12348694309190875
baeR	dtpB	1.0306291393967608
baeR	dtpD	-1.3721501698778997
baeR	dusA	-0.6446431055211352
baeR	dusB	-1.2298454873859939
baeR	dut	-0.7444219666374382
baeR	dxs	-0.2128659108119664
baeR	eaeH	1.942710691487508
baeR	eamA	-0.563937227172434
baeR	eamB	1.8491560132484721
baeR	ebgA	0.4133188766736126
baeR	ebgC	0.29201264529049253
baeR	ebgR	0.5392867691247755
baeR	eco	0.5856101854597905
baeR	ecpB	0.2982832161131272
baeR	ecpC	0.8305971221916881
baeR	ecpD	1.2161914035257597
baeR	ecpE	0.5578433749239092
baeR	ecpR	0.2576934138894801
baeR	eda	-0.31966365534618124
baeR	edd	0.11568743774114909
baeR	efeB	1.0920506245443935
baeR	efeU_2	0.0725362015584602
baeR	efp	-0.8741419884288588
baeR	elaA	-0.5984878679104586
baeR	elaD	0.18270369739543035
baeR	elbB	0.09719391219435379
baeR	elfA	0.5335889964067815
baeR	elfC	0.17088261216886866
baeR	emrA	-1.2512315692725084
baeR	emrB	-0.9582066458454367
baeR	emrD	1.4375081318246725
baeR	emrE	-1.0897205414951348
baeR	emrK	0.581697341622587
baeR	emrY	0.27243489809796695
baeR	emtA	-2.33478370251574
baeR	endA	0.21183132018865058
baeR	eno	0.0014168178838635168
baeR	entB	1.3793423445201336
baeR	entC	1.3569481292496202
baeR	entD	-0.00046247083963103384
baeR	entE	0.8646201054509653
baeR	entH	1.8152019535574826
baeR	entS	1.5330550391706925
baeR	envC	-0.33113389672638766
baeR	envZ	0.17043208326739162
baeR	epmA	-0.11525809957188939
baeR	epmB	-0.2779684690224166
baeR	epmC	-1.0186474028096018
baeR	eptA	-0.34047073467798494
baeR	eptB	-0.3793995260898026
baeR	era	-3.1272857641830805
baeR	erfK	-0.653606350608355
baeR	erpA	-0.4661338176353915
baeR	essD	-0.1140832397575604
baeR	etk	0.7951520890062317
baeR	etp	1.1604790749598883
baeR	eutA	0.3663091582346676
baeR	eutB	-0.19609688490603847
baeR	eutC	0.37962746867390795
baeR	eutD	0.46739867689542297
baeR	eutE	0.4147603523959357
baeR	eutG	0.7423418321293336
baeR	eutH	0.07702660316800986
baeR	eutJ	0.45698116932478466
baeR	eutK	-0.2938338670335423
baeR	eutL	-0.6587154248610625
baeR	eutM	0.35932502291769663
baeR	eutN	0.21025206591586118
baeR	eutP	0.17837584316774352
baeR	eutQ	0.15447377344798868
baeR	eutR	0.6417843405733588
baeR	evgA	-2.243735017745352
baeR	evgS	-1.3622982387068625
baeR	exbB	-1.5124094857544061
baeR	exbD	-1.4433123663173248
baeR	exoX	-0.47036155978415695
baeR	exuR	0.37838882537360685
baeR	exuT	0.8068834853604615
baeR	fabA	-1.0350095722627377
baeR	fabB	1.0710647703000202
baeR	fabD	-1.6050032464351283
baeR	fabF	-2.4526594772760824
baeR	fabG	-0.12196460101188535
baeR	fabH	-0.3046506468051829
baeR	fabR	0.458837629777317
baeR	fabZ	-0.12093678417698181
baeR	fadH	1.5836855488570316
baeR	fadI	-0.2723770617163429
baeR	fadJ	0.4156389476623623
baeR	fadK	0.7517352999684138
baeR	fadL	-1.1156786169480308
baeR	fadM	0.4847446588383199
baeR	fadR	-0.9601791897824486
baeR	fau	-0.7808648181974855
baeR	fbaA	0.5774496318401605
baeR	fbaB	0.8242977845510665
baeR	fbp	0.5702521317041992
baeR	fcl	-0.4844871276685158
baeR	fdhD	-0.11014098564743055
baeR	fdhE	0.3756525163047945
baeR	fdhF	-0.931365874302664
baeR	fdnG	0.45276120303476025
baeR	fdnH	-0.4390383740305648
baeR	fdnI	1.017303577903308
baeR	fdoH	-0.19354642225554297
baeR	fdrA	0.8036261623105468
baeR	fdx	-1.0008400245518843
baeR	feaB	0.30713390251465256
baeR	feaR	0.5558674323064332
baeR	fecB	-0.6470370051465246
baeR	fecC	-0.11281308901496227
baeR	fecD	0.4019526264466088
baeR	fecE	0.3473354365586281
baeR	feoA	1.4441392569240559
baeR	feoC	0.6442538959222975
baeR	fepB	0.7570460817955409
baeR	fepC	-0.4344291010729438
baeR	fepD	1.2281543595053932
baeR	fepE	1.0028949716810178
baeR	fepG	-0.5004089536724456
baeR	fes	-0.4237281639322013
baeR	ffh	-1.382000130490221
baeR	fhuA	-0.003634359439984907
baeR	fhuB	1.0590998814823347
baeR	fhuC	0.8773369560290766
baeR	fhuD	-0.08567450084841065
baeR	fhuE	0.9768472895083025
baeR	fhuF	-0.062416473561725895
baeR	fic	-0.7473093926932874
baeR	fimB	-1.3702104059238778
baeR	fimC	-1.7313966252636945
baeR	fimD	-0.7593997511686914
baeR	fimE	1.0973593270516886
baeR	fimG	-0.6155348900215971
baeR	fimI	-1.8202361236842617
baeR	fimZ	1.026071200158196
baeR	fis	-0.6954591212691971
baeR	fixA	0.14488302291200844
baeR	fixB	1.0656232061241064
baeR	fixC	0.7765922999059478
baeR	fklB	-0.612453046267258
baeR	fkpA	-0.3989134014296067
baeR	fkpB	-0.9271423182751983
baeR	fldA	-0.8755368980735239
baeR	fldB	-0.4357415757935892
baeR	flgB	-0.41482425779079496
baeR	flgG	0.5858725575381504
baeR	flgI	-0.4954572476050756
baeR	flgK	-0.3075347714223981
baeR	flgM	-1.1275342172215121
baeR	flhA	-0.03916197554622046
baeR	flhB	0.772988893586158
baeR	flhC	-1.745019859050261
baeR	flhD	-2.50077833321956
baeR	flhE	0.7485086287564601
baeR	fliC	-0.4016354188857486
baeR	fliD	0.655467653568186
baeR	fliF	0.6674786494796772
baeR	fliG	1.0716360731242898
baeR	fliH	0.9893488071087813
baeR	fliJ	0.5873776837872547
baeR	fliK	0.8926266182097969
baeR	fliL	0.9719877409080647
baeR	fliN	-0.24739991955684462
baeR	fliO	1.4284680739682272
baeR	fliP	0.6889789934335282
baeR	fliQ	2.3486555699483365
baeR	fliR	1.509793584520551
baeR	fliT	0.8971281590945441
baeR	fliY	1.0171743045514743
baeR	fliZ	1.4695309214920265
baeR	fmt	-1.6969550597014913
baeR	fnr	-1.670964751892855
baeR	focA	0.7814372636605189
baeR	focB	1.67455979645463
baeR	folD	-1.02027359254983
baeR	folE	-1.6937587374804164
baeR	folK	0.6423947229528263
baeR	folM	-0.8204487413931998
baeR	folP	-1.3605544317119926
baeR	folX	-2.0258872153894125
baeR	fpr	-0.6000544887352723
baeR	frc	1.0752444906118332
baeR	frdA	1.5697893493628126
baeR	frdB	1.574665673647557
baeR	frdD	1.7704177334907785
baeR	fre	-0.06304646411496082
baeR	frlA	1.0041099869260284
baeR	frlB	1.428780386839797
baeR	frlC	1.0602801300438836
baeR	frlD	0.6833741566894087
baeR	frmA	0.6751526354697821
baeR	frmR	-0.1627037747548741
baeR	frr	-1.2842895907598582
baeR	frsA	-1.5834557469376183
baeR	fruA	1.6003057548679107
baeR	fruB	0.12642676144297724
baeR	fruK	0.40457888582471013
baeR	frvA	0.9760935381865179
baeR	frvB	1.5392028199127326
baeR	frvR	1.6109099383113257
baeR	frvX	1.12145224953493
baeR	frwB	0.7377438547424654
baeR	frwC	0.9433376123300373
baeR	frwD	-0.31446796723739207
baeR	fryA	0.4420569664382317
baeR	fryB	0.48926138142666015
baeR	fryC	0.26256380189218376
baeR	fsaA	-0.986083238842634
baeR	fsaB	1.1213314705765747
baeR	fsr	0.34778766820648915
baeR	ftnA	-1.9962219789987745
baeR	ftnB	1.0195004547475213
baeR	ftsA	-0.08332283267091144
baeR	ftsB	-0.7587743451318406
baeR	ftsE	0.12056378910310371
baeR	ftsH	-0.3387236703287967
baeR	ftsI	-0.608006545287451
baeR	ftsK	-0.6788283447802499
baeR	ftsL	0.6239426458224006
baeR	ftsN	-0.3373684311373363
baeR	ftsP	-0.3921924369617218
baeR	ftsQ	-0.061471952078138326
baeR	ftsW	-1.290183056657906
baeR	ftsX	0.46954433299927084
baeR	ftsZ	0.18253600838396897
baeR	fucA	0.5916052981789972
baeR	fucO	0.07842290141057805
baeR	fucP	0.8374975444055858
baeR	fucR	1.4179499938064382
baeR	fucU	0.13204389090079546
baeR	fumA	-0.47467834253068153
baeR	fumB	0.3072302935630942
baeR	fumC	-0.16546961919628847
baeR	fur	-1.5854862843325848
baeR	fxsA	1.3599005066447296
baeR	gabP	1.2572855237031078
baeR	gadA	0.45836554623022385
baeR	gadB	0.8259888733008491
baeR	gadC	0.6865091455816846
baeR	gadW	-1.666595892167121
baeR	gadX	-1.7261609521018249
baeR	galE	-1.121715443970819
baeR	galF	-1.291755823989719
baeR	galM	1.2528696544628435
baeR	galP	1.0627626288388041
baeR	galR	0.8570082812369701
baeR	galS	-0.7494927484083378
baeR	galU	0.7980173898690462
baeR	gapA	0.8474658228559997
baeR	gapC_1	-0.36422741878175446
baeR	gapC_2	-0.30008654232494936
baeR	garD	0.018181430212746184
baeR	garK	0.9358634027408972
baeR	garL	1.1438408343554456
baeR	garP	0.17160158095072053
baeR	garR	0.4891448401473471
baeR	gatB	-0.5685113533587832
baeR	gatC	-1.0659460413876012
baeR	gatD	-0.8827606108776723
baeR	gatR_1	1.7506181190740353
baeR	gatR_2	-1.2057424001196737
baeR	gatY	0.23916661012245716
baeR	gcl	1.1905174862355794
baeR	gcvH	0.5460851536809981
baeR	gcvR	-1.3123442771484446
baeR	gcvT	-0.019649805833359107
baeR	gdhA	-0.6206915142437545
baeR	gfcA	1.0203170695175605
baeR	gfcB	0.15757622284163267
baeR	gfcC	0.765254217965682
baeR	gfcD	-0.15663488862601427
baeR	gfcE	0.9403367285313271
baeR	ggt	1.0972592391112423
baeR	ghrA	0.6004919161599692
baeR	glcA	1.3428491118719934
