"charged-argX-tRNA"	[0.0, 0.0, 0.0, 24978.202999999998, 0.0, 0.0, 0.0, 158.20499999999998, 0.0, 0.0, 0.0]	["c"]
"charged-argY-tRNA"	[0.0, 0.0, 0.0, 24939.217, 0.0, 0.0, 0.0, 158.20499999999998, 0.0, 0.0, 0.0]	["c"]
"charged-argZ-tRNA"	[0.0, 0.0, 0.0, 24939.217, 0.0, 0.0, 0.0, 158.20499999999998, 0.0, 0.0, 0.0]	["c"]
"charged-asnT-tRNA"	[0.0, 0.0, 0.0, 24576.895, 0.0, 0.0, 0.0, 115.11200000000002, 0.0, 0.0, 0.0]	["c"]
"charged-asnU-tRNA"	[0.0, 0.0, 0.0, 24576.895, 0.0, 0.0, 0.0, 115.11200000000002, 0.0, 0.0, 0.0]	["c"]
"charged-asnV-tRNA"	[0.0, 0.0, 0.0, 24576.895, 0.0, 0.0, 0.0, 115.11200000000002, 0.0, 0.0, 0.0]	["c"]
"charged-aspT-tRNA"	[0.0, 0.0, 0.0, 24958.112999999998, 0.0, 0.0, 0.0, 115.08800000000002, 0.0, 0.0, 0.0]	["c"]
"charged-aspU-tRNA"	[0.0, 0.0, 0.0, 24958.112999999998, 0.0, 0.0, 0.0, 115.08800000000002, 0.0, 0.0, 0.0]	["c"]
"charged-aspV-tRNA"	[0.0, 0.0, 0.0, 24958.112999999998, 0.0, 0.0, 0.0, 115.08800000000002, 0.0, 0.0, 0.0]	["c"]
"charged-cysT-tRNA"	[0.0, 0.0, 0.0, 23924.584000000003, 0.0, 0.0, 0.0, 104.15199999999999, 0.0, 0.0, 0.0]	["c"]
"charged-glnU-tRNA"	[0.0, 0.0, 0.0, 24205.717, 0.0, 0.0, 0.0, 129.13899999999995, 0.0, 0.0, 0.0]	["c"]
"charged-glnV-tRNA"	[0.0, 0.0, 0.0, 24204.733, 0.0, 0.0, 0.0, 129.13899999999995, 0.0, 0.0, 0.0]	["c"]
"charged-glnW-tRNA"	[0.0, 0.0, 0.0, 24205.717, 0.0, 0.0, 0.0, 129.13899999999995, 0.0, 0.0, 0.0]	["c"]
"charged-glnX-tRNA"	[0.0, 0.0, 0.0, 24204.733, 0.0, 0.0, 0.0, 129.13899999999995, 0.0, 0.0, 0.0]	["c"]
"charged-gltT-tRNA"	[0.0, 0.0, 0.0, 24521.955, 0.0, 0.0, 0.0, 145.11400000000003, 0.0, 0.0, 0.0]	["c"]
"charged-gltU-tRNA"	[0.0, 0.0, 0.0, 24521.955, 0.0, 0.0, 0.0, 145.11400000000003, 0.0, 0.0, 0.0]	["c"]
"charged-gltV-tRNA"	[0.0, 0.0, 0.0, 24521.955, 0.0, 0.0, 0.0, 145.11400000000003, 0.0, 0.0, 0.0]	["c"]
"charged-gltW-tRNA"	[0.0, 0.0, 0.0, 24521.955, 0.0, 0.0, 0.0, 145.11400000000003, 0.0, 0.0, 0.0]	["c"]
"charged-glyT-tRNA"	[0.0, 0.0, 0.0, 24079.583000000002, 0.0, 0.0, 0.0, 58.06, 0.0, 0.0, 0.0]	["c"]
"charged-glyU-tRNA"	[0.0, 0.0, 0.0, 23861.517, 0.0, 0.0, 0.0, 58.06, 0.0, 0.0, 0.0]	["c"]
"charged-glyV-tRNA"	[0.0, 0.0, 0.0, 24621.940000000002, 0.0, 0.0, 0.0, 58.06, 0.0, 0.0, 0.0]	["c"]
"charged-glyW-tRNA"	[0.0, 0.0, 0.0, 24621.940000000002, 0.0, 0.0, 0.0, 58.06, 0.0, 0.0, 0.0]	["c"]
"charged-glyX-tRNA"	[0.0, 0.0, 0.0, 24621.940000000002, 0.0, 0.0, 0.0, 58.06, 0.0, 0.0, 0.0]	["c"]
"charged-glyY-tRNA"	[0.0, 0.0, 0.0, 24621.940000000002, 0.0, 0.0, 0.0, 58.06, 0.0, 0.0, 0.0]	["c"]
"charged-hisR-tRNA"	[0.0, 0.0, 0.0, 24834.986, 0.0, 0.0, 0.0, 138.15000000000003, 0.0, 0.0, 0.0]	["c"]
"charged-ileT-tRNA"	[0.0, 0.0, 0.0, 24998.193, 0.0, 0.0, 0.0, 114.16800000000006, 0.0, 0.0, 0.0]	["c"]
"charged-ileU-tRNA"	[0.0, 0.0, 0.0, 24998.193, 0.0, 0.0, 0.0, 114.16800000000006, 0.0, 0.0, 0.0]	["c"]
"charged-ileV-tRNA"	[0.0, 0.0, 0.0, 24998.193, 0.0, 0.0, 0.0, 114.16800000000006, 0.0, 0.0, 0.0]	["c"]
"charged-ileX-tRNA"	[0.0, 0.0, 0.0, 24588.958, 0.0, 0.0, 0.0, 114.16800000000006, 0.0, 0.0, 0.0]	["c"]
"charged-leuP-tRNA"	[0.0, 0.0, 0.0, 28178.969, 0.0, 0.0, 0.0, 114.16800000000006, 0.0, 0.0, 0.0]	["c"]
"charged-leuQ-tRNA"	[0.0, 0.0, 0.0, 28177.985, 0.0, 0.0, 0.0, 114.16800000000006, 0.0, 0.0, 0.0]	["c"]
"charged-leuT-tRNA"	[0.0, 0.0, 0.0, 28177.985, 0.0, 0.0, 0.0, 114.16800000000006, 0.0, 0.0, 0.0]	["c"]
"charged-leuU-tRNA"	[0.0, 0.0, 0.0, 28227.021, 0.0, 0.0, 0.0, 114.16800000000006, 0.0, 0.0, 0.0]	["c"]
"charged-leuV-tRNA"	[0.0, 0.0, 0.0, 28177.985, 0.0, 0.0, 0.0, 114.16800000000006, 0.0, 0.0, 0.0]	["c"]
"charged-leuW-tRNA"	[0.0, 0.0, 0.0, 27575.694, 0.0, 0.0, 0.0, 114.16800000000006, 0.0, 0.0, 0.0]	["c"]
"charged-leuX-tRNA"	[0.0, 0.0, 0.0, 27558.766, 0.0, 0.0, 0.0, 114.16800000000006, 0.0, 0.0, 0.0]	["c"]
"charged-leuZ-tRNA"	[0.0, 0.0, 0.0, 28185.028000000002, 0.0, 0.0, 0.0, 114.16800000000006, 0.0, 0.0, 0.0]	["c"]
"charged-lysT-tRNA"	[0.0, 0.0, 0.0, 24521.855000000003, 0.0, 0.0, 0.0, 130.19099999999997, 0.0, 0.0, 0.0]	["c"]
"charged-lysV-tRNA"	[0.0, 0.0, 0.0, 24521.855000000003, 0.0, 0.0, 0.0, 130.19099999999997, 0.0, 0.0, 0.0]	["c"]
"charged-lysW-tRNA"	[0.0, 0.0, 0.0, 24521.855000000003, 0.0, 0.0, 0.0, 130.19099999999997, 0.0, 0.0, 0.0]	["c"]
"charged-metT-tRNA"	[0.0, 0.0, 0.0, 24871.13, 0.0, 0.0, 0.0, 132.20599999999996, 0.0, 0.0, 0.0]	["c"]
"charged-metU-tRNA"	[0.0, 0.0, 0.0, 24871.13, 0.0, 0.0, 0.0, 132.20599999999996, 0.0, 0.0, 0.0]	["c"]
"charged-pheU-tRNA"	[0.0, 0.0, 0.0, 24628.983, 0.0, 0.0, 0.0, 148.185, 0.0, 0.0, 0.0]	["c"]
"charged-pheV-tRNA"	[0.0, 0.0, 0.0, 24628.983, 0.0, 0.0, 0.0, 148.185, 0.0, 0.0, 0.0]	["c"]
"charged-proK-tRNA"	[0.0, 0.0, 0.0, 24989.182, 0.0, 0.0, 0.0, 98.12499999999994, 0.0, 0.0, 0.0]	["c"]
"charged-proL-tRNA"	[0.0, 0.0, 0.0, 25019.212, 0.0, 0.0, 0.0, 98.12499999999994, 0.0, 0.0, 0.0]	["c"]
"charged-proM-tRNA"	[0.0, 0.0, 0.0, 25005.181, 0.0, 0.0, 0.0, 98.12499999999994, 0.0, 0.0, 0.0]	["c"]
"charged-selC-tRNA"	[0.0, 0.0, 0.0, 30708.418, 0.0, 0.0, 0.0, 88.08599999999996, 0.0, 0.0, 0.0]	["c"]
"charged-serT-tRNA"	[0.0, 0.0, 0.0, 28575.311999999998, 0.0, 0.0, 0.0, 88.08599999999996, 0.0, 0.0, 0.0]	["c"]
"charged-serU-tRNA"	[0.0, 0.0, 0.0, 29204.736, 0.0, 0.0, 0.0, 88.08599999999996, 0.0, 0.0, 0.0]	["c"]
"charged-serV-tRNA"	[0.0, 0.0, 0.0, 30191.252, 0.0, 0.0, 0.0, 88.08599999999996, 0.0, 0.0, 0.0]	["c"]
"charged-serW-tRNA"	[0.0, 0.0, 0.0, 28591.311, 0.0, 0.0, 0.0, 88.08599999999996, 0.0, 0.0, 0.0]	["c"]
"charged-serX-tRNA"	[0.0, 0.0, 0.0, 28591.311, 0.0, 0.0, 0.0, 88.08599999999996, 0.0, 0.0, 0.0]	["c"]
"charged-thrT-tRNA"	[0.0, 0.0, 0.0, 24638.978000000003, 0.0, 0.0, 0.0, 102.113, 0.0, 0.0, 0.0]	["c"]
"charged-thrU-tRNA"	[0.0, 0.0, 0.0, 24566.955, 0.0, 0.0, 0.0, 102.113, 0.0, 0.0, 0.0]	["c"]
"charged-thrV-tRNA"	[0.0, 0.0, 0.0, 24630.951, 0.0, 0.0, 0.0, 102.113, 0.0, 0.0, 0.0]	["c"]
"charged-thrW-tRNA"	[0.0, 0.0, 0.0, 24583.938000000002, 0.0, 0.0, 0.0, 102.113, 0.0, 0.0, 0.0]	["c"]
"charged-trpT-tRNA"	[0.0, 0.0, 0.0, 24605.941, 0.0, 0.0, 0.0, 187.22199999999987, 0.0, 0.0, 0.0]	["c"]
"charged-tyrT-tRNA"	[0.0, 0.0, 0.0, 27422.637, 0.0, 0.0, 0.0, 164.1839999999999, 0.0, 0.0, 0.0]	["c"]
"charged-tyrU-tRNA"	[0.0, 0.0, 0.0, 27445.679, 0.0, 0.0, 0.0, 164.1839999999999, 0.0, 0.0, 0.0]	["c"]
"charged-tyrV-tRNA"	[0.0, 0.0, 0.0, 27422.637, 0.0, 0.0, 0.0, 164.1839999999999, 0.0, 0.0, 0.0]	["c"]
"charged-valT-tRNA"	[0.0, 0.0, 0.0, 24627.015, 0.0, 0.0, 0.0, 100.14100000000002, 0.0, 0.0, 0.0]	["c"]
"charged-valU-tRNA"	[0.0, 0.0, 0.0, 24627.015, 0.0, 0.0, 0.0, 100.14100000000002, 0.0, 0.0, 0.0]	["c"]
"charged-valV-tRNA"	[0.0, 0.0, 0.0, 24921.095, 0.0, 0.0, 0.0, 100.14100000000002, 0.0, 0.0, 0.0]	["c"]
"charged-valW-tRNA"	[0.0, 0.0, 0.0, 24966.14, 0.0, 0.0, 0.0, 100.14100000000002, 0.0, 0.0, 0.0]	["c"]
"charged-valX-tRNA"	[0.0, 0.0, 0.0, 24627.015, 0.0, 0.0, 0.0, 100.14100000000002, 0.0, 0.0, 0.0]	["c"]
"charged-valY-tRNA"	[0.0, 0.0, 0.0, 24627.015, 0.0, 0.0, 0.0, 100.14100000000002, 0.0, 0.0, 0.0]	["c"]
